read,write,map,correspondences,1st_write,1st_same,1st_different,1st_same_len,1st_different_len,1st_congruency,most_congruency_write,most_congruency_same,most_congruency_different,most_congruency_same_len,most_congruency_different_len,most_congruency_congruency
nu,['984'],䋈 伮努呶奴孥帑弩怒怓拏砮笯胬驽鴑𢫓𤔀𥅄𦬻𧘽𬺀𪗵𪺹,"[{'984': {'same': ['努', '怒', '奴', '弩', '驽', '伮', '孥', '砮', '笯', '胬', '𢫓', '𥅄', '𪺹'], 'different': ['呶', '帑', '䋈', '怓', '拏', '鴑', '𤔀', '𦬻', '𧘽', '𬺀', '𪗵']}}]",984,努 怒 奴 弩 驽 伮 孥 砮 笯 胬 𢫓 𥅄 𪺹,呶 帑 䋈 怓 拏 鴑 𤔀 𦬻 𧘽 𬺀 𪗵,13,11,0.5416666666666666,984,努 怒 奴 弩 驽 伮 孥 砮 笯 胬 𢫓 𥅄 𪺹,呶 帑 䋈 怓 拏 鴑 𤔀 𦬻 𧘽 𬺀 𪗵,13,11,0.5416666666666666
nuan,['1631'],㐡 㓴㨎㬉㮕㼲㿵䓴䙇𬥻偄堧媆愞渜煗瑌碝稬𬘰耎腝蝡软輭陾𫗬𠷀𢃾𤟦𤲬𤸂𥈇𥯬𥻟𦓜𦖩𨨰𩀋𩱄𩹓𪃉𪋐𰩥,"[{'1631': {'same': ['㬉', '渜', '煗', '𫗬', '𪋐'], 'different': ['软', '㐡', '㓴', '㨎', '㮕', '㼲', '㿵', '䓴', '䙇', '𬥻', '偄', '堧', '媆', '愞', '瑌', '碝', '稬', '𬘰', '耎', '腝', '蝡', '輭', '陾', '𠷀', '𢃾', '𤟦', '𤲬', '𤸂', '𥈇', '𥯬', '𥻟', '𦓜', '𦖩', '𨨰', '𩀋', '𩱄', '𩹓', '𪃉', '𰩥']}}]",1631,㬉 渜 煗 𫗬 𪋐,软 㐡 㓴 㨎 㮕 㼲 㿵 䓴 䙇 𬥻 偄 堧 媆 愞 瑌 碝 稬 𬘰 耎 腝 蝡 輭 陾 𠷀 𢃾 𤟦 𤲬 𤸂 𥈇 𥯬 𥻟 𦓜 𦖩 𨨰 𩀋 𩱄 𩹓 𪃉 𰩥,5,39,0.11363636363636363,1631,㬉 渜 煗 𫗬 𪋐,软 㐡 㓴 㨎 㮕 㼲 㿵 䓴 䙇 𬥻 偄 堧 媆 愞 瑌 碝 稬 𬘰 耎 腝 蝡 輭 陾 𠷀 𢃾 𤟦 𤲬 𤸂 𥈇 𥯬 𥻟 𦓜 𦖩 𨨰 𩀋 𩱄 𩹓 𪃉 𰩥,5,39,0.11363636363636363
nue,['1525'],疟 虐谑,"[{'1525': {'same': ['虐', '疟'], 'different': ['谑']}}]",1525,虐 疟,谑,2,1,0.6666666666666666,1525,虐 疟,谑,2,1,0.6666666666666666
nuo,['1526'],偌 匿喏婼惹掿楉渃睰箬若蠚诺蹃逽鄀锘𡈉𦂍𨵫,"[{'1526': {'same': ['诺', '喏', '锘', '掿', '蹃', '逽', '𦂍'], 'different': ['惹', '若', '匿', '偌', '箬', '婼', '楉', '渃', '睰', '蠚', '鄀', '𡈉', '𨵫']}}]",1526,诺 喏 锘 掿 蹃 逽 𦂍,惹 若 匿 偌 箬 婼 楉 渃 睰 蠚 鄀 𡈉 𨵫,7,13,0.35,1526,诺 喏 锘 掿 蹃 逽 𦂍,惹 若 匿 偌 箬 婼 楉 渃 睰 蠚 鄀 𡈉 𨵫,7,13,0.35
nü,['90'],䶊 丑丒吜妞忸扭杻沑炄狃粈纽羚羞衄钮靵𥄨,"[{'90': {'same': ['䶊', '沑', '衄'], 'different': ['纽', '丑', '妞', '羞', '扭', '钮', '羚', '忸', '丒', '吜', '杻', '炄', '狃', '粈', '靵', '𥄨']}}]",90,䶊 沑 衄,纽 丑 妞 羞 扭 钮 羚 忸 丒 吜 杻 炄 狃 粈 靵 𥄨,3,16,0.15789473684210525,90,䶊 沑 衄,纽 丑 妞 羞 扭 钮 羚 忸 丒 吜 杻 炄 狃 粈 靵 𥄨,3,16,0.15789473684210525
o,['967'],㧴 䄉䖸䞲䳗䳘义俄哦娥峨峩我涐珴皒睋硪莪蛾𰵮锇饿𱅗鹅鵞𠩙𡱫,"[{'967': {'same': ['哦'], 'different': ['我', '义', '饿', '俄', '鹅', '娥', '蛾', '峨', '锇', '㧴', '䄉', '䖸', '䞲', '䳗', '䳘', '峩', '涐', '珴', '皒', '睋', '硪', '莪', '𰵮', '𱅗', '鵞', '𠩙', '𡱫']}}]",967,哦,我 义 饿 俄 鹅 娥 蛾 峨 锇 㧴 䄉 䖸 䞲 䳗 䳘 峩 涐 珴 皒 睋 硪 莪 𰵮 𱅗 鵞 𠩙 𡱫,1,27,0.03571428571428571,967,哦,我 义 饿 俄 鹅 娥 蛾 峨 锇 㧴 䄉 䖸 䞲 䳗 䳘 峩 涐 珴 皒 睋 硪 莪 𰵮 𱅗 鵞 𠩙 𡱫,1,27,0.03571428571428571
ou,['678'],𫋲 𨸟伛𠛅区呕妪岖𫸩怄抠𰕅枢欧殴沤𬉼瓯眍𰰤讴躯𱃲驱鸥𤠾𨄅,"[{'678': {'same': ['欧', '呕', '殴', '鸥', '讴', '瓯', '怄', '沤', '𫋲', '𬉼'], 'different': ['区', '驱', '躯', '抠', '枢', '岖', '妪', '伛', '𨸟', '𠛅', '𫸩', '𰕅', '眍', '𰰤', '𱃲', '𤠾', '𨄅']}}]",678,欧 呕 殴 鸥 讴 瓯 怄 沤 𫋲 𬉼,区 驱 躯 抠 枢 岖 妪 伛 𨸟 𠛅 𫸩 𰕅 眍 𰰤 𱃲 𤠾 𨄅,10,17,0.37037037037037035,678,欧 呕 殴 鸥 讴 瓯 怄 沤 𫋲 𬉼,区 驱 躯 抠 枢 岖 妪 伛 𨸟 𠛅 𫸩 𰕅 眍 𰰤 𱃲 𤠾 𨄅,10,17,0.37037037037037035
pa,['996'],吧 巴帊弝把杷爬爸琶疤笆粑耙肥芭葩豝钯靶,"[{'996': {'same': ['爬', '耙', '琶', '葩', '帊', '杷'], 'different': ['吧', '把', '爸', '巴', '肥', '芭', '疤', '靶', '笆', '钯', '粑', '弝', '豝']}}]",996,爬 耙 琶 葩 帊 杷,吧 把 爸 巴 肥 芭 疤 靶 笆 钯 粑 弝 豝,6,13,0.3157894736842105,996,爬 耙 琶 葩 帊 杷,吧 把 爸 巴 肥 芭 疤 靶 笆 钯 粑 弝 豝,6,13,0.3157894736842105
pai,['365'],㐟 㫵㹃㻗䠊𰾐䨽䨾䩀俳剕匪厞啡奜婓婔屝徘悱悲扉排斐暃棐棑毴渄猅猆琲痱绯翡腓菲蜚裴裵裶诽軰辈𰺎陫霏非靟餥馡𬴂鲱𨛬,"[{'365': {'same': ['排', '徘', '俳', '棑', '猅', '𰺎'], 'different': ['非', '啡', '悲', '菲', '辈', '匪', '斐', '腓', '扉', '诽', '绯', '裴', '翡', '蜚', '鲱', '痱', '悱', '㐟', '㫵', '㹃', '㻗', '䠊', '𰾐', '䨽', '䨾', '䩀', '剕', '厞', '奜', '婓', '婔', '屝', '暃', '棐', '毴', '渄', '猆', '琲', '裵', '裶', '軰', '陫', '霏', '靟', '餥', '馡', '𬴂', '𨛬']}}]",365,排 徘 俳 棑 猅 𰺎,非 啡 悲 菲 辈 匪 斐 腓 扉 诽 绯 裴 翡 蜚 鲱 痱 悱 㐟 㫵 㹃 㻗 䠊 𰾐 䨽 䨾 䩀 剕 厞 奜 婓 婔 屝 暃 棐 毴 渄 猆 琲 裵 裶 軰 陫 霏 靟 餥 馡 𬴂 𨛬,6,48,0.1111111111111111,365,排 徘 俳 棑 猅 𰺎,非 啡 悲 菲 辈 匪 斐 腓 扉 诽 绯 裴 翡 蜚 鲱 痱 悱 㐟 㫵 㹃 㻗 䠊 𰾐 䨽 䨾 䩀 剕 厞 奜 婓 婔 屝 暃 棐 毴 渄 猆 琲 裵 裶 軰 陫 霏 靟 餥 馡 𬴂 𨛬,6,48,0.1111111111111111
pan,['1089'],㪵 䉽𱃷伴冸判半叛姅怑拌柈泮牉畔秚绊胖衅袢跘𰽰靽𬱙𦚓𧺾𨒃𩢔,"[{'1089': {'same': ['判', '叛', '畔', '泮', '冸', '牉', '袢', '跘', '𬱙', '𧺾', '𨒃'], 'different': ['半', '伴', '胖', '绊', '拌', '衅', '㪵', '䉽', '𱃷', '姅', '怑', '柈', '秚', '𰽰', '靽', '𦚓', '𩢔']}}]",1089,判 叛 畔 泮 冸 牉 袢 跘 𬱙 𧺾 𨒃,半 伴 胖 绊 拌 衅 㪵 䉽 𱃷 姅 怑 柈 秚 𰽰 靽 𦚓 𩢔,11,17,0.39285714285714285,1089,判 叛 畔 泮 冸 牉 袢 跘 𬱙 𧺾 𨒃,半 伴 胖 绊 拌 衅 㪵 䉽 𱃷 姅 怑 柈 秚 𰽰 靽 𦚓 𩢔,11,17,0.39285714285714285
pang,['1081'],㥬 㿶䄘䅭䒍䠙䧛䨦䩷傍嗙塝嫎嵭徬搒旁榜滂牓磅篣𫄰耪膀艕蒡螃覫谤镑𬴅髈鳑𠗵𢄎𢐊𣂆𣯊𣯟𤚰𤧭𤹔𥉣𥻭𦗍𧤞𨍩𨜷𨢐𩡕𪹚𫐼𫜡𬌿𬳣𭥁𮖧𮤂𰆊𱂜𱱼𲁙,"[{'1081': {'same': ['旁', '螃', '嗙', '滂', '㥬', '䅭', '䒍', '䠙', '䨦', '嫎', '徬', '耪', '覫', '鳑', '𠗵', '𢐊', '𣂆', '𤧭', '𨜷'], 'different': ['磅', '膀', '镑', '榜', '傍', '谤', '髈', '蒡', '㿶', '䄘', '䧛', '䩷', '塝', '嵭', '搒', '牓', '篣', '𫄰', '艕', '𬴅', '𢄎', '𣯊', '𣯟', '𤚰', '𤹔', '𥉣', '𥻭', '𦗍', '𧤞', '𨍩', '𨢐', '𩡕', '𪹚', '𫐼', '𫜡', '𬌿', '𬳣', '𭥁', '𮖧', '𮤂', '𰆊', '𱂜', '𱱼', '𲁙']}}]",1081,旁 螃 嗙 滂 㥬 䅭 䒍 䠙 䨦 嫎 徬 耪 覫 鳑 𠗵 𢐊 𣂆 𤧭 𨜷,磅 膀 镑 榜 傍 谤 髈 蒡 㿶 䄘 䧛 䩷 塝 嵭 搒 牓 篣 𫄰 艕 𬴅 𢄎 𣯊 𣯟 𤚰 𤹔 𥉣 𥻭 𦗍 𧤞 𨍩 𨢐 𩡕 𪹚 𫐼 𫜡 𬌿 𬳣 𭥁 𮖧 𮤂 𰆊 𱂜 𱱼 𲁙,19,44,0.30158730158730157,1081,旁 螃 嗙 滂 㥬 䅭 䒍 䠙 䨦 嫎 徬 耪 覫 鳑 𠗵 𢐊 𣂆 𤧭 𨜷,磅 膀 镑 榜 傍 谤 髈 蒡 㿶 䄘 䧛 䩷 塝 嵭 搒 牓 篣 𫄰 艕 𬴅 𢄎 𣯊 𣯟 𤚰 𤹔 𥉣 𥻭 𦗍 𧤞 𨍩 𨢐 𩡕 𪹚 𫐼 𫜡 𬌿 𬳣 𭥁 𮖧 𮤂 𰆊 𱂜 𱱼 𲁙,19,44,0.30158730158730157
pao,['1011'],䶌 刨包匏咆孢庖抱枹泡炮炰狍瓟疱砲胞苞袌袍跑铇雹鞄饱鲍麅龅𨠖𪏶,"[{'1011': {'same': ['跑', '泡', '炮', '袍', '咆', '疱', '刨', '庖', '䶌', '匏', '炰', '狍', '砲', '鞄', '麅'], 'different': ['抱', '包', '鲍', '胞', '饱', '孢', '雹', '苞', '龅', '枹', '瓟', '袌', '铇', '𨠖', '𪏶']}}]",1011,跑 泡 炮 袍 咆 疱 刨 庖 䶌 匏 炰 狍 砲 鞄 麅,抱 包 鲍 胞 饱 孢 雹 苞 龅 枹 瓟 袌 铇 𨠖 𪏶,15,15,0.5,1011,跑 泡 炮 袍 咆 疱 刨 庖 䶌 匏 炰 狍 砲 鞄 麅,抱 包 鲍 胞 饱 孢 雹 苞 龅 枹 瓟 袌 铇 𨠖 𪏶,15,15,0.5
pei,['1028'],㖣 㟝㥉㪗㰴㾦䋨䍌䎧䏽䞳𮸦䫓䬏䯽䳝𱋝倍剖勏咅培婄掊敨棓殕毰涪焙琣瓿碚稖箁菩赔踣部郶醅锫陪鞛𱃾𡯳𡯷𢒷𢮏𤬃𦩜,"[{'1028': {'same': ['陪', '赔', '培', '锫', '㟝', '㾦', '毰', '醅', '𤬃'], 'different': ['部', '倍', '剖', '菩', '焙', '㖣', '㥉', '㪗', '㰴', '䋨', '䍌', '䎧', '䏽', '䞳', '𮸦', '䫓', '䬏', '䯽', '䳝', '𱋝', '勏', '咅', '婄', '掊', '敨', '棓', '殕', '涪', '琣', '瓿', '碚', '稖', '箁', '踣', '郶', '鞛', '𱃾', '𡯳', '𡯷', '𢒷', '𢮏', '𦩜']}}]",1028,陪 赔 培 锫 㟝 㾦 毰 醅 𤬃,部 倍 剖 菩 焙 㖣 㥉 㪗 㰴 䋨 䍌 䎧 䏽 䞳 𮸦 䫓 䬏 䯽 䳝 𱋝 勏 咅 婄 掊 敨 棓 殕 涪 琣 瓿 碚 稖 箁 踣 郶 鞛 𱃾 𡯳 𡯷 𢒷 𢮏 𦩜,9,42,0.17647058823529413,1028,陪 赔 培 锫 㟝 㾦 毰 醅 𤬃,部 倍 剖 菩 焙 㖣 㥉 㪗 㰴 䋨 䍌 䎧 䏽 䞳 𮸦 䫓 䬏 䯽 䳝 𱋝 勏 咅 婄 掊 敨 棓 殕 涪 琣 瓿 碚 稖 箁 踣 郶 鞛 𱃾 𡯳 𡯷 𢒷 𢮏 𦩜,9,42,0.17647058823529413
pen,['1091'],㖹 湓盆葐𣱦𪂽,"[{'1091': {'same': ['盆', '㖹', '湓', '葐', '𪂽'], 'different': ['𣱦']}}]",1091,盆 㖹 湓 葐 𪂽,𣱦,5,1,0.8333333333333334,1091,盆 㖹 湓 葐 𪂽,𣱦,5,1,0.8333333333333334
peng,['1024'],㥊 䙀䨜倗堋奟崩弸掤朋棚淜焩痭硼稝绷萠𰺏𬭖鬅鹏𠜳𠡮𢉁𢽩𣂤𣨥𨂃𨹹𩋒,"[{'1024': {'same': ['朋', '棚', '鹏', '硼', '㥊', '倗', '堋', '弸', '淜', '稝', '𰺏', '𬭖', '鬅', '𢽩', '𨂃'], 'different': ['崩', '绷', '䙀', '䨜', '奟', '掤', '焩', '痭', '萠', '𠜳', '𠡮', '𢉁', '𣂤', '𣨥', '𨹹', '𩋒']}}]",1024,朋 棚 鹏 硼 㥊 倗 堋 弸 淜 稝 𰺏 𬭖 鬅 𢽩 𨂃,崩 绷 䙀 䨜 奟 掤 焩 痭 萠 𠜳 𠡮 𢉁 𣂤 𣨥 𨹹 𩋒,15,16,0.4838709677419355,1024,朋 棚 鹏 硼 㥊 倗 堋 弸 淜 稝 𰺏 𬭖 鬅 𢽩 𨂃,崩 绷 䙀 䨜 奟 掤 焩 痭 萠 𠜳 𠡮 𢉁 𣂤 𣨥 𨹹 𩋒,15,16,0.4838709677419355
pi,['1030'],㿫 䃾䘡䩃仳吡坒妣屁庇批枇枈比毕毖毗毘毞沘玭琵疪砒秕笓粃粊纰肶舭芘蚍豼𬬫阰𢻹𣢋𣬆𣬉𣬋𤘤𤜻𤽊𤿎𦊁𧺲𧿥𨚍𨟵𩉫𩨨𪊕𪌈,"[{'1030': {'same': ['屁', '批', '琵', '纰', '砒', '毗', '蚍', '仳', '枇', '毘', '毞', '肶', '芘', '豼', '𬬫', '阰', '𢻹', '𣢋', '𣬉', '𤘤', '𤿎', '𦊁', '𪊕', '𪌈'], 'different': ['比', '毕', '庇', '吡', '毖', '秕', '㿫', '䃾', '䘡', '䩃', '坒', '妣', '枈', '沘', '玭', '疪', '笓', '粃', '粊', '舭', '𣬆', '𣬋', '𤜻', '𤽊', '𧺲', '𧿥', '𨚍', '𨟵', '𩉫', '𩨨']}}]",1030,屁 批 琵 纰 砒 毗 蚍 仳 枇 毘 毞 肶 芘 豼 𬬫 阰 𢻹 𣢋 𣬉 𤘤 𤿎 𦊁 𪊕 𪌈,比 毕 庇 吡 毖 秕 㿫 䃾 䘡 䩃 坒 妣 枈 沘 玭 疪 笓 粃 粊 舭 𣬆 𣬋 𤜻 𤽊 𧺲 𧿥 𨚍 𨟵 𩉫 𩨨,24,30,0.4444444444444444,1030,屁 批 琵 纰 砒 毗 蚍 仳 枇 毘 毞 肶 芘 豼 𬬫 阰 𢻹 𣢋 𣬉 𤘤 𤿎 𦊁 𪊕 𪌈,比 毕 庇 吡 毖 秕 㿫 䃾 䘡 䩃 坒 妣 枈 沘 玭 疪 笓 粃 粊 舭 𣬆 𣬋 𤜻 𤽊 𧺲 𧿥 𨚍 𨟵 𩉫 𩨨,24,30,0.4444444444444444
pian,['1042'],㓲 㞈㲢㴜㻞㼐㾫𰬁䐔䡢䭏偏匾媥徧惼扁揙斒楄煸牑犏猵甂碥稨篇糄编翩艑萹蝙褊谝蹁遍鍽𱅝骗鳊𬸜𠋅𠪂𠷨𡎚𡺂𢉞𢐃𣩀𤬊𥚹𦑮𧡤𨲜𩩯𩴄𬸸𪏗𪖯𫕌𭨿𭶳𮸸𰀙𱖄𱜯,"[{'1042': {'same': ['骗', '篇', '偏', '翩', '㓲', '㼐', '㾫', '媥', '楄', '犏', '谝', '蹁', '𱅝', '𬸜', '𡎚', '𢉞', '𢐃', '𧡤', '𨲜'], 'different': ['遍', '编', '扁', '蝙', '煸', '匾', '㞈', '㲢', '㴜', '㻞', '𰬁', '䐔', '䡢', '䭏', '徧', '惼', '揙', '斒', '牑', '猵', '甂', '碥', '稨', '糄', '艑', '萹', '褊', '鍽', '鳊', '𠋅', '𠪂', '𠷨', '𡺂', '𣩀', '𤬊', '𥚹', '𦑮', '𩩯', '𩴄', '𬸸', '𪏗', '𪖯', '𫕌', '𭨿', '𭶳', '𮸸', '𰀙', '𱖄', '𱜯']}}]",1042,骗 篇 偏 翩 㓲 㼐 㾫 媥 楄 犏 谝 蹁 𱅝 𬸜 𡎚 𢉞 𢐃 𧡤 𨲜,遍 编 扁 蝙 煸 匾 㞈 㲢 㴜 㻞 𰬁 䐔 䡢 䭏 徧 惼 揙 斒 牑 猵 甂 碥 稨 糄 艑 萹 褊 鍽 鳊 𠋅 𠪂 𠷨 𡺂 𣩀 𤬊 𥚹 𦑮 𩩯 𩴄 𬸸 𪏗 𪖯 𫕌 𭨿 𭶳 𮸸 𰀙 𱖄 𱜯,19,49,0.27941176470588236,1042,骗 篇 偏 翩 㓲 㼐 㾫 媥 楄 犏 谝 蹁 𱅝 𬸜 𡎚 𢉞 𢐃 𧡤 𨲜,遍 编 扁 蝙 煸 匾 㞈 㲢 㴜 㻞 𰬁 䐔 䡢 䭏 徧 惼 揙 斒 牑 猵 甂 碥 稨 糄 艑 萹 褊 鍽 鳊 𠋅 𠪂 𠷨 𡺂 𣩀 𤬊 𥚹 𦑮 𩩯 𩴄 𬸸 𪏗 𪖯 𫕌 𭨿 𭶳 𮸸 𰀙 𱖄 𱜯,19,49,0.27941176470588236
piao,['1066'],僄 剽嘌嫖彯摽标漂熛瓢瘭瞟磦示票缥膘螵镖飃飘骠鳔,"[{'1066': {'same': ['票', '漂', '飘', '嫖', '剽', '瓢', '瞟', '缥', '嘌', '僄', '彯', '螵', '飃'], 'different': ['标', '示', '镖', '膘', '摽', '熛', '瘭', '磦', '骠', '鳔']}}]",1066,票 漂 飘 嫖 剽 瓢 瞟 缥 嘌 僄 彯 螵 飃,标 示 镖 膘 摽 熛 瘭 磦 骠 鳔,13,10,0.5652173913043478,1066,票 漂 飘 嫖 剽 瓢 瞟 缥 嘌 僄 彯 螵 飃,标 示 镖 膘 摽 熛 瘭 磦 骠 鳔,13,10,0.5652173913043478
pie,['1013'],别 币弊憋撆撇敝毙獘瞥蔽蹩鄨鳖𫜁𱌇𡚁𢠳,"[{'1013': {'same': ['撇', '瞥', '撆'], 'different': ['别', '币', '毙', '弊', '憋', '蔽', '蹩', '敝', '鳖', '獘', '鄨', '𫜁', '𱌇', '𡚁', '𢠳']}}]",1013,撇 瞥 撆,别 币 毙 弊 憋 蔽 蹩 敝 鳖 獘 鄨 𫜁 𱌇 𡚁 𢠳,3,15,0.16666666666666666,1013,撇 瞥 撆,别 币 毙 弊 憋 蔽 蹩 敝 鳖 獘 鄨 𫜁 𱌇 𡚁 𢠳,3,15,0.16666666666666666
pin,['1022'],㰋 𫫾濒苹频颦,"[{'1022': {'same': ['频', '颦', '㰋', '𫫾'], 'different': ['苹', '濒']}}]",1022,频 颦 㰋 𫫾,苹 濒,4,2,0.6666666666666666,1022,频 颦 㰋 𫫾,苹 濒,4,2,0.6666666666666666
ping,['1055'],㔙 㤣㻂䈂䑫䦕𱋔并剏剙垪姘屏屛帡帲幷庰恲拼栟洴瓶甁皏硑𰬔缾聠胼腁艵荓蛢𬣲賆跰𫐌輧迸逬郱𰽼𱂦饼骈騈骿鮩𫛨𠛼𢆟𢏳,"[{'1055': {'same': ['瓶', '屏', '甁', '㻂', '䈂', '屛', '帡', '帲', '洴', '缾', '聠', '艵', '荓', '蛢', '𫐌', '輧', '郱', '𱂦', '𢆟'], 'different': ['并', '饼', '拼', '迸', '姘', '胼', '㔙', '㤣', '䑫', '䦕', '𱋔', '剏', '剙', '垪', '幷', '庰', '恲', '栟', '皏', '硑', '𰬔', '腁', '𬣲', '賆', '跰', '逬', '𰽼', '骈', '騈', '骿', '鮩', '𫛨', '𠛼', '𢏳']}}]",1055,瓶 屏 甁 㻂 䈂 屛 帡 帲 洴 缾 聠 艵 荓 蛢 𫐌 輧 郱 𱂦 𢆟,并 饼 拼 迸 姘 胼 㔙 㤣 䑫 䦕 𱋔 剏 剙 垪 幷 庰 恲 栟 皏 硑 𰬔 腁 𬣲 賆 跰 逬 𰽼 骈 騈 骿 鮩 𫛨 𠛼 𢏳,19,34,0.3584905660377358,1055,瓶 屏 甁 㻂 䈂 屛 帡 帲 洴 缾 聠 艵 荓 蛢 𫐌 輧 郱 𱂦 𢆟,并 饼 拼 迸 姘 胼 㔙 㤣 䑫 䦕 𱋔 剏 剙 垪 幷 庰 恲 栟 皏 硑 𰬔 腁 𬣲 賆 跰 逬 𰽼 骈 騈 骿 鮩 𫛨 𠛼 𢏳,19,34,0.3584905660377358
po,['1038'],㓟 㝿㢰㱟䏢䝛佊坡岥帔彼怶披柀波狓玻疲皮破秛簸紴翍耚蚾被诐𬥶跛铍陂鞁颇𫘟骳髲鲏𡛡,"[{'1038': {'same': ['破', '坡', '颇', '岥', '𫘟'], 'different': ['被', '皮', '波', '彼', '玻', '披', '疲', '跛', '簸', '铍', '㓟', '㝿', '㢰', '㱟', '䏢', '䝛', '佊', '帔', '怶', '柀', '狓', '秛', '紴', '翍', '耚', '蚾', '诐', '𬥶', '陂', '鞁', '骳', '髲', '鲏', '𡛡']}}]",1038,破 坡 颇 岥 𫘟,被 皮 波 彼 玻 披 疲 跛 簸 铍 㓟 㝿 㢰 㱟 䏢 䝛 佊 帔 怶 柀 狓 秛 紴 翍 耚 蚾 诐 𬥶 陂 鞁 骳 髲 鲏 𡛡,5,34,0.1282051282051282,1038,破 坡 颇 岥 𫘟,被 皮 波 彼 玻 披 疲 跛 簸 铍 㓟 㝿 㢰 㱟 䏢 䝛 佊 帔 怶 柀 狓 秛 紴 翍 耚 蚾 诐 𬥶 陂 鞁 骳 髲 鲏 𡛡,5,34,0.1282051282051282
pou,['1028'],㖣 㟝㥉㪗㰴㾦䋨䍌䎧䏽䞳𮸦䫓䬏䯽䳝𱋝倍剖勏咅培婄掊敨棓殕毰涪焙琣瓿碚稖箁菩赔踣部郶醅锫陪鞛𱃾𡯳𡯷𢒷𢮏𤬃𦩜,"[{'1028': {'same': ['剖', '㰴', '䯽', '䳝', '咅', '婄', '掊', '箁', '𢒷'], 'different': ['部', '陪', '倍', '赔', '培', '菩', '焙', '锫', '㖣', '㟝', '㥉', '㪗', '㾦', '䋨', '䍌', '䎧', '䏽', '䞳', '𮸦', '䫓', '䬏', '𱋝', '勏', '敨', '棓', '殕', '毰', '涪', '琣', '瓿', '碚', '稖', '踣', '郶', '醅', '鞛', '𱃾', '𡯳', '𡯷', '𢮏', '𤬃', '𦩜']}}]",1028,剖 㰴 䯽 䳝 咅 婄 掊 箁 𢒷,部 陪 倍 赔 培 菩 焙 锫 㖣 㟝 㥉 㪗 㾦 䋨 䍌 䎧 䏽 䞳 𮸦 䫓 䬏 𱋝 勏 敨 棓 殕 毰 涪 琣 瓿 碚 稖 踣 郶 醅 鞛 𱃾 𡯳 𡯷 𢮏 𤬃 𦩜,9,42,0.17647058823529413,1028,剖 㰴 䯽 䳝 咅 婄 掊 箁 𢒷,部 陪 倍 赔 培 菩 焙 锫 㖣 㟝 㥉 㪗 㾦 䋨 䍌 䎧 䏽 䞳 𮸦 䫓 䬏 𱋝 勏 敨 棓 殕 毰 涪 琣 瓿 碚 稖 踣 郶 醅 鞛 𱃾 𡯳 𡯷 𢮏 𤬃 𦩜,9,42,0.17647058823529413
pu,['386'],㕊 㭪䀯䊇䋠䝵䩉䪔䮒䯙乶俌匍哺喸圃埔尃峬庯悑捕敷旉晡浦烳甫痡盙秿簠脯舖舗莆补豧辅逋郙酺铺陠𫗦鬴𫚙𬷕𱋖黼𠜙𡜵𢼹𤗃𤙭𤿭𥪀𧻷𨁏𨴪𩊬𱂩𩳐,"[{'386': {'same': ['铺', '浦', '脯', '匍', '圃', '莆', '䮒', '烳', '舖', '舗', '酺', '陠', '𫚙', '𡜵', '𢼹', '𨁏'], 'different': ['捕', '补', '辅', '敷', '甫', '埔', '哺', '晡', '逋', '㕊', '㭪', '䀯', '䊇', '䋠', '䝵', '䩉', '䪔', '䯙', '乶', '俌', '喸', '尃', '峬', '庯', '悑', '旉', '痡', '盙', '秿', '簠', '豧', '郙', '𫗦', '鬴', '𬷕', '𱋖', '黼', '𠜙', '𤗃', '𤙭', '𤿭', '𥪀', '𧻷', '𨴪', '𩊬', '𱂩', '𩳐']}}]",386,铺 浦 脯 匍 圃 莆 䮒 烳 舖 舗 酺 陠 𫚙 𡜵 𢼹 𨁏,捕 补 辅 敷 甫 埔 哺 晡 逋 㕊 㭪 䀯 䊇 䋠 䝵 䩉 䪔 䯙 乶 俌 喸 尃 峬 庯 悑 旉 痡 盙 秿 簠 豧 郙 𫗦 鬴 𬷕 𱋖 黼 𠜙 𤗃 𤙭 𤿭 𥪀 𧻷 𨴪 𩊬 𱂩 𩳐,16,47,0.25396825396825395,386,铺 浦 脯 匍 圃 莆 䮒 烳 舖 舗 酺 陠 𫚙 𡜵 𢼹 𨁏,捕 补 辅 敷 甫 埔 哺 晡 逋 㕊 㭪 䀯 䊇 䋠 䝵 䩉 䪔 䯙 乶 俌 喸 尃 峬 庯 悑 旉 痡 盙 秿 簠 豧 郙 𫗦 鬴 𬷕 𱋖 黼 𠜙 𤗃 𤙭 𤿭 𥪀 𧻷 𨴪 𩊬 𱂩 𩳐,16,47,0.25396825396825395
qi,['604'],𬱦 倛其基惎斯旗朞期棊棋欺淇琪碁祺稘箕綦萁蜝蜞諅𰵲骐魌麒𦫡,"[{'604': {'same': ['其', '期', '欺', '旗', '棋', '琪', '淇', '麒', '骐', '祺', '萁', '𬱦', '倛', '棊', '碁', '綦', '蜝', '蜞', '𰵲', '魌', '𦫡'], 'different': ['斯', '基', '箕', '惎', '朞', '稘', '諅']}}]",604,其 期 欺 旗 棋 琪 淇 麒 骐 祺 萁 𬱦 倛 棊 碁 綦 蜝 蜞 𰵲 魌 𦫡,斯 基 箕 惎 朞 稘 諅,21,7,0.75,604,其 期 欺 旗 棋 琪 淇 麒 骐 祺 萁 𬱦 倛 棊 碁 綦 蜝 蜞 𰵲 魌 𦫡,斯 基 箕 惎 朞 稘 諅,21,7,0.75
